id	filename	md5	size	state
10b336d5-cf4f-4258-9eee-3188dd0f69a8	10b336d5-cf4f-4258-9eee-3188dd0f69a8/unc.edu.8dfaece7-0463-4e79-b80e-8a6e338d4cde.2687289.rsem.genes.normalized_results	ba6dff4f205402840b1859d44f708d83	436744	validated
11704a0c-54bc-479b-8842-a66ca270d669	11704a0c-54bc-479b-8842-a66ca270d669/unc.edu.9b50ecea-39ba-4297-bfac-509ef6bc7497.2683046.rsem.genes.normalized_results	c3890f2fbba5cc9bd9c831500273ee59	434410	validated
129d2e8e-ed03-4e69-b5fa-ff670da96033	129d2e8e-ed03-4e69-b5fa-ff670da96033/unc.edu.41b5fa1b-3f18-41de-8a34-2f42f4581724.2720493.rsem.genes.normalized_results	874a68a7f4c0acf1507de888cf7ffe50	437061	validated
13844e64-1548-4641-92f5-b0fd87f1e29e	13844e64-1548-4641-92f5-b0fd87f1e29e/unc.edu.75dd5750-c619-4593-ac46-e0aec842d5a9.2688735.rsem.genes.normalized_results	b42233215945a6889d4bc31707c80104	433370	validated
1590dd60-d139-4560-a0f2-bc3f443beace	1590dd60-d139-4560-a0f2-bc3f443beace/unc.edu.fd74b4e0-eba0-4ea7-bdca-446a39a8c00e.2675937.rsem.genes.normalized_results	6d2e93d2e5625dd09d67c883c1af4019	435611	validated
15997165-d477-4af9-ab87-2f9a99fba083	15997165-d477-4af9-ab87-2f9a99fba083/unc.edu.28fa0322-5b05-46ff-913d-738a24cdf255.2697598.rsem.genes.normalized_results	65466c61ce03e25621dede75710ff380	434650	validated
16326bad-4103-4405-a270-5588645de456	16326bad-4103-4405-a270-5588645de456/unc.edu.1a5a3f15-4700-454b-813d-93d64e663636.2712267.rsem.genes.normalized_results	736a9bca72c699e9ede9d8674399b81b	436415	validated
185ea70e-e078-4cc9-94ca-4b126e799575	185ea70e-e078-4cc9-94ca-4b126e799575/unc.edu.62fe21d4-fda8-469b-91c7-f406ddd7fe2b.2690218.rsem.genes.normalized_results	75714749ec8cc5180203b6f87c6a93d1	436177	validated
1869dc8f-953d-4e56-8f81-68435bcc644f	1869dc8f-953d-4e56-8f81-68435bcc644f/unc.edu.81dcabb4-67a9-4347-97cb-c6f1aeee0557.2686364.rsem.genes.normalized_results	0fb12ec540a984c8399f15afb4680199	437363	validated
18e38b47-a3ca-45cd-9de6-85f13fe99069	18e38b47-a3ca-45cd-9de6-85f13fe99069/unc.edu.52739598-8083-45b3-b89e-4d841cb15d7a.2716687.rsem.genes.normalized_results	27e6a8ce38a335f98ce2f9b0801b36f5	434293	validated
19740dc6-d56f-448b-a4ee-5b4d89beb909	19740dc6-d56f-448b-a4ee-5b4d89beb909/unc.edu.d96af5f2-6d87-45a6-a130-8c5983b9e727.2673496.rsem.genes.normalized_results	6515bb3f0fde7deb5b92bb9883974ec0	436360	validated
198a90bd-eb56-4810-8e7e-c952f6eceb79	198a90bd-eb56-4810-8e7e-c952f6eceb79/unc.edu.bf1d2159-b0d9-4135-8eba-9b85a88fe796.2705978.rsem.genes.normalized_results	733949a3053f284fdb48e9c44a2a737e	436196	validated
19974615-e7b8-4253-a31b-ee7b28db092b	19974615-e7b8-4253-a31b-ee7b28db092b/unc.edu.6bc228b3-0fa4-45ac-86de-6d8920893650.2710180.rsem.genes.normalized_results	5711a85c1a25847dab717b418b78d848	436800	validated
1a34b053-3114-4062-be0a-483aa6a4dff7	1a34b053-3114-4062-be0a-483aa6a4dff7/unc.edu.8c87a1a6-301e-4f12-b5f2-3de6fa9ec658.2684713.rsem.genes.normalized_results	6fd8bf7653fb47d39e57d909a62e2c1a	435770	validated
1a3f418f-862a-4af4-887a-1799d2a1b8b7	1a3f418f-862a-4af4-887a-1799d2a1b8b7/unc.edu.87fac2a9-2525-44a8-9872-ac12f6218b9d.2711329.rsem.genes.normalized_results	8355eb7420fd97a9cae5da8b2769ae9d	436216	validated
1bcdf48c-cba9-40a0-b36e-14d227f31753	1bcdf48c-cba9-40a0-b36e-14d227f31753/unc.edu.65039247-2813-4cf8-bd17-1a5f45378cda.2689467.rsem.genes.normalized_results	25d057cbc1c0dcc214eb3f3010f16980	436392	validated
1e2108ad-f235-4cda-9a20-581acaaf3116	1e2108ad-f235-4cda-9a20-581acaaf3116/unc.edu.72c1617d-1c1b-4681-aa5a-8349e87f27d6.2721150.rsem.genes.normalized_results	98c9c052cfbbc0e3ffd7bf39b0ca4902	436358	validated
1e419e9c-6811-42be-a3a5-e46bf57bcf1e	1e419e9c-6811-42be-a3a5-e46bf57bcf1e/unc.edu.7afb9e90-6e93-420f-8325-c77fca6e661a.2687622.rsem.genes.normalized_results	998d0b447da4e4f25e22245cd6e9a900	434871	validated
1f13585e-75b8-4736-bfc1-5dd2d233eb8a	1f13585e-75b8-4736-bfc1-5dd2d233eb8a/unc.edu.c06dfb5f-8566-4fb2-a624-0b9acc8499c4.2705994.rsem.genes.normalized_results	ce87b8a14b7f8fb76389a0b6736c8105	436679	validated
1f6bc5ec-989e-4bf5-b656-9e58005b62d6	1f6bc5ec-989e-4bf5-b656-9e58005b62d6/unc.edu.72c76d91-905b-4131-a116-1a990bd54797.2710504.rsem.genes.normalized_results	08e56aa00fadba278b1f1bee3961ef6c	435254	validated
209f332b-7b3f-4ca2-a204-c32e1c4eb09f	209f332b-7b3f-4ca2-a204-c32e1c4eb09f/unc.edu.4459d3f0-8ad7-4049-b438-dee31647a99e.2711486.rsem.genes.normalized_results	f0349923aa0525642ec99b58cfb09956	434800	validated
20eaa3bd-58bb-466d-8b08-4caa32df86e9	20eaa3bd-58bb-466d-8b08-4caa32df86e9/unc.edu.b456bb25-0c74-40ca-ab53-a0daf5b7e9b0.2684754.rsem.genes.normalized_results	a5dbf2d3d29d9c09b9b0f31419b3141c	434571	validated
2220bb80-e69b-4732-9c88-355b1f3659f4	2220bb80-e69b-4732-9c88-355b1f3659f4/unc.edu.fed4a31c-153b-409a-bec7-93ff22b61cdd.2707183.rsem.genes.normalized_results	e5e981ad17a5e76013176a50392be3fa	436184	validated
22b8bd03-7042-4d55-bc1c-8377c91c0600	22b8bd03-7042-4d55-bc1c-8377c91c0600/unc.edu.94333d7c-5e13-492b-961d-b6a392df5282.2710091.rsem.genes.normalized_results	cb380fe161cbf523caf29091746ccae9	437806	validated
22f22991-77b9-4077-a152-703ba5bf725b	22f22991-77b9-4077-a152-703ba5bf725b/unc.edu.0dbb4154-76f1-4f79-9fc7-61115f6e817e.2712398.rsem.genes.normalized_results	ad9b630ab56c648b4f1452a0874600c5	433959	validated
247a148a-98cb-4688-9c47-ac5574d45854	247a148a-98cb-4688-9c47-ac5574d45854/unc.edu.e80aa591-ed43-4486-a7cd-0ea654f10983.2674673.rsem.genes.normalized_results	650dd263395c3a3c5b7cee9414a21163	433277	validated
25a85f62-1dfe-4b3c-80a3-2c7d06a87bc6	25a85f62-1dfe-4b3c-80a3-2c7d06a87bc6/unc.edu.29942ecb-05d0-46d0-b4f6-0252ea19b8a2.2695772.rsem.genes.normalized_results	e0798a58cc609bc9adf8cf531b8fec08	435847	validated
26715b43-f975-4388-b1f8-9b240298c46c	26715b43-f975-4388-b1f8-9b240298c46c/unc.edu.cc969bc1-8daa-4b05-b15b-822c41343ebc.2720593.rsem.genes.normalized_results	6df0c88d8ad49a540c8c29106bd3c863	435176	validated
26a24d82-5360-4cf7-9b98-0b3471f65f72	26a24d82-5360-4cf7-9b98-0b3471f65f72/unc.edu.8d4db1f2-5af0-4192-8f63-a36c98f5cf2b.2684291.rsem.genes.normalized_results	ab953927b4232bd41c8a695564ae172f	433658	validated
26a64e98-4bef-431a-a0fb-05a34348e575	26a64e98-4bef-431a-a0fb-05a34348e575/unc.edu.3eacce4e-0232-47b0-9181-9b84c19b5ee4.2712074.rsem.genes.normalized_results	6cbc7912f8690d95a434738bcba3845b	436580	validated
26cb978a-424c-4694-a4b0-648678c60768	26cb978a-424c-4694-a4b0-648678c60768/unc.edu.53a60a9b-67ad-4c88-8178-e0c6c5df5464.2721469.rsem.genes.normalized_results	08a3d6011fd63a4cd0bbd2732c2181c3	434464	validated
2769cdfb-d8c4-46f4-aa67-94cd2070ae10	2769cdfb-d8c4-46f4-aa67-94cd2070ae10/unc.edu.aeda1fc4-da03-412f-a193-8fd17c7ca8f4.2682031.rsem.genes.normalized_results	6cb11e5940744d3cdbeae5efd03f100d	435717	validated
277bddcb-4952-4b47-8c10-f5163b36d656	277bddcb-4952-4b47-8c10-f5163b36d656/unc.edu.bf30dbd7-c221-4738-ba59-864748a87aab.2721028.rsem.genes.normalized_results	b4c8d4b4d511e5e85471369eb09ba6f5	436624	validated
2792975f-629b-455a-b998-faada0598ec5	2792975f-629b-455a-b998-faada0598ec5/unc.edu.9f636e9d-c6ad-44bc-adef-ff41f1e26df6.2710393.rsem.genes.normalized_results	441730052192ec0638b7e30efcfd1927	436381	validated
27c75933-ea0f-4bcd-bf23-1f70a710ebaa	27c75933-ea0f-4bcd-bf23-1f70a710ebaa/unc.edu.63ebcede-24eb-4e4b-9271-c9b45fc792f0.2711537.rsem.genes.normalized_results	2250354a737967b9d6c6d20dbb9eb53f	435278	validated
286576c7-d2f2-4318-b6dc-22c6eafd73d3	286576c7-d2f2-4318-b6dc-22c6eafd73d3/unc.edu.a34947e8-0b2e-4f23-a458-e84ebbe07e5c.2707203.rsem.genes.normalized_results	c0c1c979c6e96b04e5ae951d6a249a1e	435980	validated
28cae25a-8cbf-4bcc-b2fe-ad8e150b927b	28cae25a-8cbf-4bcc-b2fe-ad8e150b927b/unc.edu.86daa492-f2c2-470f-8efe-c08f0e5069a9.2685651.rsem.genes.normalized_results	57ef7d4f3c3e275de8e44dc7e47131ae	437093	validated
29222733-3628-4e00-a4fe-1824f3e4fc09	29222733-3628-4e00-a4fe-1824f3e4fc09/unc.edu.b4de56ac-ffa9-4b04-8fe9-6454bc030bf8.2706308.rsem.genes.normalized_results	48d7fbd4726837dd32a280a6f13c564e	436470	validated
29e67829-9209-42e1-9c74-93b977cc778e	29e67829-9209-42e1-9c74-93b977cc778e/unc.edu.143bd716-edb6-4f17-8bc8-9272beaed4f2.2715910.rsem.genes.normalized_results	9d664e5a27c438fb20c6d91b7c46accb	435048	validated
2a0b6434-bd6d-4cda-9af0-0f8428dd4d2d	2a0b6434-bd6d-4cda-9af0-0f8428dd4d2d/unc.edu.e85230b9-d6ef-4b83-b240-407f475988cb.2706063.rsem.genes.normalized_results	1c850d20e877b8cff8558fca01954a4b	434749	validated
2bc2143f-39cb-47a8-bd6c-31d56aa9a3b5	2bc2143f-39cb-47a8-bd6c-31d56aa9a3b5/unc.edu.20354d6e-80f0-4478-8591-b0e64ec44515.2716828.rsem.genes.normalized_results	581c0a1974c0ed0a48c6f13ae51ac6d0	435900	validated
2bd9add6-b273-4d6c-a60a-d44573aa8544	2bd9add6-b273-4d6c-a60a-d44573aa8544/unc.edu.66f307f0-eb65-4d95-b1c1-7922e6b177f4.2692661.rsem.genes.normalized_results	ff6f0988cb4b6a7a457a34a74e25dc6e	435678	validated
2cc0c8b6-1888-4bf8-9926-404b0bb93d93	2cc0c8b6-1888-4bf8-9926-404b0bb93d93/unc.edu.df0df04e-bb65-4dd6-91db-753eaa86a0c3.2673984.rsem.genes.normalized_results	f26b3975de0526891217e1b64a49e532	433754	validated
2d1ed721-8cca-4388-9e47-3186eee227ce	2d1ed721-8cca-4388-9e47-3186eee227ce/unc.edu.6f2af25f-442f-4826-9aac-21f3a576c2e8.2710255.rsem.genes.normalized_results	59c4bf1d3fd58e54fcb06cea62ceba6b	436637	validated
2e45ec1e-0944-46c6-b886-dba19aa2f01e	2e45ec1e-0944-46c6-b886-dba19aa2f01e/unc.edu.d52b9b70-e7ee-4474-857a-eb40c10d1746.2705086.rsem.genes.normalized_results	b20e8f48262a7df7b1c83367933bbba2	435700	validated
2ebe3c22-da40-4b81-ba08-6f6c9af477de	2ebe3c22-da40-4b81-ba08-6f6c9af477de/unc.edu.7da6fb4e-d74c-4164-b585-c57a966a4ed4.2710355.rsem.genes.normalized_results	11d83494877c32c9abfcafdaf6469820	436795	validated
2ee0c9ea-5bd3-4003-9273-382bb50f37e7	2ee0c9ea-5bd3-4003-9273-382bb50f37e7/unc.edu.657cb939-f871-4d93-b145-44bb27bee417.2689551.rsem.genes.normalized_results	a369c2a042416f63c2aed17dee47d1ff	436569	validated
2fa2e2e5-bce9-40f0-8b7f-d70cc75bb4f4	2fa2e2e5-bce9-40f0-8b7f-d70cc75bb4f4/unc.edu.408f2950-ea38-4dbd-a067-6598d401f091.2721371.rsem.genes.normalized_results	74141485f351b3a1ab3b6f4b587bbc4c	435950	validated
2feba69e-975b-43ec-bae2-7089d3787c0c	2feba69e-975b-43ec-bae2-7089d3787c0c/unc.edu.575ad16f-841b-4890-a945-e4675fd9c7b7.2720636.rsem.genes.normalized_results	df0ddb9f5e3275674a3e00d1f2bee83c	434577	validated
30aabd16-f260-49b7-a7d1-df8e3fffd808	30aabd16-f260-49b7-a7d1-df8e3fffd808/unc.edu.9e1e0ccc-abeb-4b49-88eb-1a5e6cb073a7.2684180.rsem.genes.normalized_results	c6f7d8655e2f0da3121cc318d5ec9fb9	435284	validated
3226938b-fa85-4351-ad00-de8e2c0a5aba	3226938b-fa85-4351-ad00-de8e2c0a5aba/unc.edu.4594184f-8d7b-4483-94b8-f4671f706e95.2711843.rsem.genes.normalized_results	6451c61c1994e1e82a5b1434aff1d167	436680	validated
32723e64-b1f1-450e-8de7-addaa4ca811c	32723e64-b1f1-450e-8de7-addaa4ca811c/unc.edu.322fec81-00af-45da-8769-b1339a040f46.2720167.rsem.genes.normalized_results	3700d312f3039c3fd021f238dc0fd79e	436820	validated
32883724-b8cb-4e79-b7da-8b2ab4ac6edc	32883724-b8cb-4e79-b7da-8b2ab4ac6edc/unc.edu.1acc7bf6-c054-4125-898e-7a0bc8fa91ae.2715762.rsem.genes.normalized_results	283add89f436e5708ab4e90845534177	432987	validated
333fc348-cc11-488b-8de3-5e528649715b	333fc348-cc11-488b-8de3-5e528649715b/unc.edu.c741761b-e3b0-471f-80fd-50e8e52a8e6d.2678603.rsem.genes.normalized_results	a30fdf8d5af5d9ba8363e76c3a796746	436816	validated
338dc122-51b2-416b-a7e5-50ed293a8e5b	338dc122-51b2-416b-a7e5-50ed293a8e5b/unc.edu.7d722f30-158c-46e0-ae79-fc38a462ec36.2720758.rsem.genes.normalized_results	78cbd18bc4170fa9324672d05ddaa608	434681	validated
33a5431e-171f-4abf-9307-e8a2c45e5e03	33a5431e-171f-4abf-9307-e8a2c45e5e03/unc.edu.e5ba3a89-c89a-4775-adef-3f01cfbca1de.2706931.rsem.genes.normalized_results	ecb4b2e30737f450cf7f74de46869ee4	434376	validated
33b48876-1ba1-48ea-9708-db0fafaf3b53	33b48876-1ba1-48ea-9708-db0fafaf3b53/unc.edu.8a588309-2327-4770-b5b6-8019a004c033.2685469.rsem.genes.normalized_results	87f68bf218b215729357c347aaead2da	436643	validated
340374e0-ce0b-4c16-92a8-c49d8715f9ce	340374e0-ce0b-4c16-92a8-c49d8715f9ce/unc.edu.3268d287-7b2f-4a81-8399-10a77e4367d7.2711589.rsem.genes.normalized_results	12e29d52f46d105153ce45059e304a77	439527	validated
3415037f-15b0-446b-b28d-639c8a80cfd1	3415037f-15b0-446b-b28d-639c8a80cfd1/unc.edu.58c02eaf-0aa3-4487-921b-4cd12ac460f3.2689545.rsem.genes.normalized_results	4dacaedbd96ec41d905dab70f25a33c3	436962	validated
34409338-9a68-4f50-b2c6-73b61bb109a8	34409338-9a68-4f50-b2c6-73b61bb109a8/unc.edu.06dbb69c-390b-4174-859b-c1e20380b483.2699629.rsem.genes.normalized_results	df8451880896ce0ec5a51a0c55d28072	435927	validated
345c20f8-f437-4d8a-b47b-dced4923ea4b	345c20f8-f437-4d8a-b47b-dced4923ea4b/unc.edu.e5f6423d-3dae-4fc9-ba2a-3b9cae408f7b.2705136.rsem.genes.normalized_results	063b12d217bf56ed3bf8db6971fb90bb	436082	validated
359b79a4-d57a-434c-8294-ffa362d01558	359b79a4-d57a-434c-8294-ffa362d01558/unc.edu.005b4e63-e063-4c90-8a19-d1cbff0b7a04.2699586.rsem.genes.normalized_results	2049c78e757b38321ea39e1f311823c4	436516	validated
35d8b6ac-1ef3-4ba3-af71-a4a3cd279477	35d8b6ac-1ef3-4ba3-af71-a4a3cd279477/unc.edu.b053b4db-ba84-4b35-ba47-29846dbd59d8.2708039.rsem.genes.normalized_results	b1d0cced14223b162fd4ade3d89e4dc0	435677	validated
3627c27d-90a3-4bac-9f70-eb90a5dc6bec	3627c27d-90a3-4bac-9f70-eb90a5dc6bec/unc.edu.4e4b51a3-2247-44c5-be58-5b7adc5f09f9.2693716.rsem.genes.normalized_results	446b1432468f103df10ed226f415661f	436375	validated
36a07281-8775-47ac-ae48-bab9bf10de31	36a07281-8775-47ac-ae48-bab9bf10de31/unc.edu.215df77c-4d43-4731-947c-5d9b0b38191e.2716718.rsem.genes.normalized_results	71a4eae453c8d8528890c76e34e6cf5d	436285	validated
36e21365-ee83-49de-97c3-bedb04e29b3f	36e21365-ee83-49de-97c3-bedb04e29b3f/unc.edu.249b80fa-341f-429f-af14-18a917162c73.2696942.rsem.genes.normalized_results	5f8f06277ed23d55d2c9fc84bccffb63	435153	validated
3701f514-ff62-44ca-907c-43ad7c718f6f	3701f514-ff62-44ca-907c-43ad7c718f6f/unc.edu.3a6f0174-1850-46ff-8fba-7724bdd1c046.2713016.rsem.genes.normalized_results	59cda24a53067cbe539d1fc092b26772	435886	validated
372e90a9-0ad7-4dad-a673-d43609e6529f	372e90a9-0ad7-4dad-a673-d43609e6529f/unc.edu.c6e7d5d6-d8c3-43ca-98cc-c23c9e0b3c72.2679277.rsem.genes.normalized_results	f3feddabd7ff9d2cea99e81413a34ea3	435915	validated
38295d2b-ba57-4ef1-8513-4ced492e9af8	38295d2b-ba57-4ef1-8513-4ced492e9af8/unc.edu.df2c25b3-04a7-46b3-9edd-f7b0ad2a67ba.2707345.rsem.genes.normalized_results	830d0439991abc60bf9087734491aeb8	437225	validated
38446671-2af8-46f5-926c-e32c343924f1	38446671-2af8-46f5-926c-e32c343924f1/unc.edu.6d9bacc1-4832-44af-b071-d100cb4fb0c3.2688039.rsem.genes.normalized_results	802ff31c932d6d98055d241851836e3c	435614	validated
39831e9c-1bde-4b43-842e-c7a95e65b2f1	39831e9c-1bde-4b43-842e-c7a95e65b2f1/unc.edu.17cedebb-b60d-4f6b-9c11-f56104f5d3dd.2712535.rsem.genes.normalized_results	385177b994a1e0e08d226b7cb190a8a3	437559	validated
3a96665b-b6f8-47ae-b2f8-6c0bbb890d9a	3a96665b-b6f8-47ae-b2f8-6c0bbb890d9a/unc.edu.66cd4dd6-154a-4006-bbe0-6556edfa0688.2717553.rsem.genes.normalized_results	983b7322d8ee6d036fe99cbbaa6a37ef	436379	validated
3a9928bd-36fb-4950-8957-05bc13dac097	3a9928bd-36fb-4950-8957-05bc13dac097/unc.edu.31ce13c5-7d50-4c7f-a222-ad6aea0a0699.2715203.rsem.genes.normalized_results	5efdd212040e8d6a72b30a3f4afef351	436222	validated
3ae25bf2-d836-4ed3-b5c9-cc4aa227c330	3ae25bf2-d836-4ed3-b5c9-cc4aa227c330/unc.edu.a18b8344-1e37-49e9-82bf-8f43d0f2c809.2680470.rsem.genes.normalized_results	757edd3b4fc6714d4c961e568daee11e	435284	validated
3b37ffcf-64e9-4a0e-96dc-57e7cc5c00f9	3b37ffcf-64e9-4a0e-96dc-57e7cc5c00f9/unc.edu.697dea65-c1e2-4b70-990d-b2a7717a5152.2716568.rsem.genes.normalized_results	fe48eb750ebbe54bd2ff6957317355c9	437011	validated
